,J_psi_1S_E,J_psi_1S_ETA,J_psi_1S_P,J_psi_1S_PHI,J_psi_1S_PT,J_psi_1S_PX,J_psi_1S_PY,J_psi_1S_PZ,muplus_E,muplus_ETA,muplus_P,muplus_PHI,muplus_PT,muplus_PX,muplus_PY,muplus_PZ,muminus_E,muminus_ETA,muminus_P,muminus_PHI,muminus_PT,muminus_PX,muminus_PY,muminus_PZ,nCandidate,totCandidates,EventInSequence
0,3159.944642885378,-1.6713566150315557,627.9818039561337,2.9542244499047237,228.05138456058538,-224.06,42.48,-585.11,1644.3109159785597,-0.5117071906692153,1640.9127633728735,1.2253187600027438,1447.2632361115236,490.11,1361.75,-773.32,1515.6317119624575,0.12513112069370888,1511.9443755971977,-2.0669670474584416,1500.1842522836985,-714.18,-1319.28,188.21,0,1,1
1,3698.4597056207062,2.556896531856115,2021.809880799874,0.5532565920180934,311.68834514623734,265.19,163.78,1997.64,1167.1279070891287,-0.17634194054800514,1162.3355195897611,2.3318494542125277,1144.4944836913808,-789.34,828.74,-202.87,2531.330552240511,1.333358954962847,2529.1244875055086,-0.5625938116269747,1246.686172699449,1054.54,-664.96,2200.51,0,1,2
2,9407.025366458836,-2.1816982593336074,8882.636840781008,-0.21678849700132805,1979.5958849219705,1933.26,-425.8,-8659.24,8168.8580902049125,-1.930451551412602,8168.174753670492,0.1815527596910225,2321.261046608072,2283.11,419.12,-7831.4,1237.8534733587212,-0.8125032381524478,1233.3359356233807,-1.963348307806501,914.5007540729532,-349.84,-844.94,-827.53,0,1,3
3,5473.2617087162935,2.6616906790438954,4512.837769308797,-1.727090690771179,627.2050785030362,-97.63,-619.56,4469.04,2986.8675668677124,1.5780621313193584,2984.9981860295993,1.0703521494249044,1181.7255672109322,567.01,1036.81,2741.12,2486.4031028990953,0.8586858901083939,2484.157140500576,-1.952385824996206,1784.739368591392,-664.63,-1656.37,1727.93,0,1,4
4,3096.9226226045753,-2.520383978544746,6.382037292275876,2.060753653048625,1.02,-0.48,0.9,-6.3,1545.5796874979467,1.2579096654061808,1541.9639681263632,-0.3795333319244352,811.06748338224,753.35,-300.49,1311.42,1551.3451083837697,-1.2611767255031145,1547.7428578093973,2.7612486761484565,811.8470305420843,-753.83,301.39,-1317.73,0,1,5
5,4272.8785445177355,1.8502027792900753,2943.909315213361,-2.3252600549157427,903.2731636110972,-618.65,-658.16,2801.91,2378.4067346873726,0.9499647225904129,2376.058691236393,-1.065698399312359,1598.7620683829098,773.63,-1399.12,1757.73,1894.448420941106,0.6213005026943766,1891.499703462837,2.6525188880244754,1577.174733281002,-1392.28,740.97,1044.17,0,1,6
6,6908.576841694678,1.896865636172092,6175.5602966532515,1.3029530936118292,1812.3409524700369,479.64,1747.72,5903.64,4979.8618054426215,1.2267859804810486,4978.740795612883,1.3361978824552216,2688.6789323011403,624.99,2615.03,4190.33,1928.7166992864063,1.4202544353397744,1925.8204523527108,-1.7368404632996914,879.4050594578131,-145.35,-867.31,1713.31,0,1,7
7,9404.499173911388,1.6980339417576487,8879.961470192311,-2.6020542430256266,3145.4430511455776,-2698.62,-1615.94,8304.21,8156.79410960006,2.090687386413717,8156.109762319288,-2.6880339970299123,1985.8859565695104,-1785.1,-870.15,7910.65,1247.7004485076736,0.32782532331387504,1243.2186926683494,-2.4569311154910367,1179.2808165148792,-913.51,-745.79,393.56,0,1,8
8,5136.545572210958,-1.7890724681285914,4097.9521001837,-1.7952978309659677,1332.4474987780945,-296.63,-1299.01,-3875.28,3787.178249093413,-1.070507424263293,3785.7040823339585,-1.6757706158605126,2322.73606483819,-243.38,-2309.95,-2989.39,1349.3702344450355,-0.7902365342422382,1345.227244074398,1.623421442056927,1012.3414671443624,-53.25,1010.94,-885.89,0,1,9
9,6268.746300991929,2.55151200451323,5450.347804149749,1.3399185053090794,844.7239940359217,193.3,822.31,5384.49,4308.630025113116,1.4565206223291736,4307.33432669209,1.8408298511735164,1904.194280266591,-507.97,1835.19,3863.57,1960.109740500835,1.0379085016632563,1957.2599478352383,-0.965210079583543,1231.9493801694937,701.28,-1012.87,1520.91,0,1,10
10,4373.7402412809115,-2.3779769152844388,3088.4809693763696,-2.2754178382749446,567.9545246760518,-367.89,-432.7,-3035.81,802.5317990623486,0.5774534154298336,795.5460999213055,-0.6383739755530211,679.1349263585256,545.39,-404.69,414.33,3555.979613412632,-2.039502076252875,3554.4095599128696,-3.1065081410015303,909.4196553846854,-908.86,-31.9,-3436.1,0,1,11
11,9658.936798664748,1.9609759658003973,9148.998364881263,-2.744840155322363,2524.913318215103,-2328.78,-975.69,8793.69,8985.333232663452,1.7580522987450293,8984.711993748046,-2.8606514301244923,3008.186241741026,-2890.25,-834.05,8466.16,673.6013758197425,0.5391330772710871,665.2631976142976,-0.24711480342656736,579.0502751920596,561.46,-141.64,327.53,0,1,12
12,4980.605263559842,2.446729157026724,3900.7101650084182,-1.1636814732001888,670.3932148373818,265.45,-615.6,3842.67,3647.4748877142733,2.427551041431793,3645.9442350507775,2.140768503510888,638.5553985364152,-344.57,537.61,3589.59,1333.1328076400528,0.19279120415443546,1328.9391977814487,-1.0842310281622616,1304.618681837724,610.03,-1153.21,253.08,0,1,13
13,4503.7285866046595,2.30465697959987,3269.9666942952185,2.902029933274332,646.2044192049448,-627.75,153.33,3205.48,2940.351557689361,1.2622986082081977,2938.4525845077032,2.0670965480922208,1539.852740524236,-733.24,1354.07,2502.67,1477.9537575669444,0.578453047493381,1474.1721806152768,-1.47200341256394,1257.8031135674614,124.06,-1251.67,768.84,0,1,14
14,7074.98360530256,-2.5256889128217246,6361.1715914051565,-0.8846681808694973,1011.354709140171,640.74,-782.49,-6280.26,4859.145095261742,-1.478509883478432,4857.996229455103,-0.6872776612606397,2105.5892392629667,1627.57,-1335.86,-4377.97,2215.8345473672557,-1.291335338515039,2213.31404231302,2.6305296497624484,1131.3937448121235,-986.83,553.37,-1902.29,0,1,15
15,7092.0582199880455,-1.6808304241382388,6380.156800244019,-1.8756839168207986,2296.576494611055,-689.4,-2190.66,-5952.49,4706.185466447986,-1.0768321192781798,4704.999251137028,-2.120840628669319,2872.3707667360773,-1501.46,-2448.7,-3726.46,2385.880889128007,-1.6882326442482314,2383.5402085343558,0.3076730415423096,852.0621128180737,812.05,258.04,-2226.04,0,1,16
16,8414.063544720826,-2.957886573191773,7823.399282575318,-0.3478062892436669,810.3304216182433,761.81,-276.19,-7781.32,5356.478141167594,-1.6744169759115552,5355.435965950858,0.06452726628085108,1939.2859678242403,1935.25,125.05,-4991.98,3044.928579590374,-1.5433960178214163,3043.0948659875853,-2.814074780888827,1243.5737225432194,-1177.47,-400.05,-2777.4,0,1,17
17,9683.671974788283,-2.555367816322659,9175.108387114564,-0.6732923165658279,1416.6005813919462,1107.46,-883.34,-9065.09,461.1412728288913,-1.4167252714676275,448.8736816744773,-1.462813728930561,205.61761111344524,22.16,-204.42,-399.01,1538.350820946331,-0.9779503047283504,1534.7180708195235,0.9961032684982869,1011.3191249551252,549.73,848.86,-1154.38,0,1,18
18,7328.735211917538,-2.469152998939344,6642.248926862047,-2.4137514296641203,1116.6170373050913,-833.68,-742.84,-6547.72,430.5377834827624,0.8989063991478159,417.3716468568511,-2.6570763741322128,291.4678438524566,-257.92,-135.76,298.74,6898.203518707334,-2.798905263338324,6897.39429742131,-2.3297302558731863,836.6800837237612,-575.76,-607.07,-6846.46,0,1,19
19,8481.719647954653,-2.8906145111137134,7896.117982052953,2.1215792478828566,874.435923324288,-457.64,745.12,-7847.55,8136.613667681798,-2.731404183345379,8135.927622938886,1.9503753476845966,1055.2736354614378,-391.01,980.16,-8067.2,345.098786445635,0.8081925608585357,328.52622574156845,-1.8470324984502324,244.30177752116336,-66.63,-235.04,219.65,0,1,20
20,3107.3505125910724,1.7184650392555787,254.43704152501067,2.4519082036892357,88.4182769567469,-68.21,56.26,238.58,1562.558466364139,0.44425261648555997,1558.9821260681597,0.018104500487174487,1416.852196561095,1416.62,25.65,650.35,1544.7897349821592,-0.2738243019204282,1541.1721623167218,3.1209804186229317,1485.145481425978,-1484.83,30.61,-411.77,0,1,21
21,7545.835008334067,1.7810862891581496,6881.041852292427,2.0923061399285694,2254.3214741691127,-1123.08,1954.65,6501.29,1804.803147937816,1.0872512914396786,1801.7077208581863,-2.415715397489065,1090.8691335352744,-815.88,-724.11,1433.93,5741.030224498583,1.3883458594669376,5740.057869673441,1.6849774463509823,2696.3172991322813,-307.2,2678.76,5067.36,0,1,22
22,8567.045213047495,-2.1735161138456944,7987.701464276191,1.760473517869389,1794.4023380501933,-338.32,1762.22,-7783.54,3355.237284903446,-1.2065348297506056,3353.573250519511,2.62839291822008,1842.0575261646961,-1604.76,904.39,-2802.37,5211.809747372427,-1.8965736767600863,5210.73863779407,0.5953660511093732,1529.6217122216854,1266.44,857.83,-4981.17,0,1,23
23,6515.970269123394,-2.5434422424302685,5732.973011283064,0.4594932205856531,895.6379244426846,802.74,397.21,-5662.58,4109.097594132591,-1.5269406258921414,4107.738957954851,1.4671901603097486,1704.0074324368422,176.23,1694.87,-3737.63,2406.863924426608,-1.1001217471897542,2404.5436696595884,-1.1210033109138895,1440.9844744826364,626.51,-1297.66,-1924.94,0,1,24
24,9198.233202833031,1.7407642339642713,8661.21267800878,-1.033590992279846,2947.451648594087,1508.32,-2532.28,8144.27,1141.375075164273,1.0183744955422276,1136.4740959652358,2.9557016418957804,726.2111940751121,-713.7,134.22,874.18,8056.858409448825,1.4851348752952727,8056.165572932325,-0.8760720680314529,3470.9645821298723,2222.02,-2666.5,7270.09,0,1,25
25,8869.932413350172,2.2549329955831796,8311.727378674062,2.8497142952849717,1724.507952373662,-1651.57,496.23,8130.86,6855.206313453028,3.236967107920564,6854.39201597049,1.7849304948592823,537.6904459817005,-114.26,525.41,6833.27,2014.6884560661606,0.7665818697379695,2011.9159732951077,-3.122600596659133,1537.5772923661432,-1537.3,-29.2,1297.56,0,1,26
26,7724.076054849538,-2.1874293887426783,7076.048466559567,0.4361101740639969,1568.1900053883778,1421.41,662.43,-6900.09,3088.399441248857,-1.867875950311747,3086.591553364326,3.0286645228669204,931.2416440967403,-925.31,104.94,-2942.76,4635.673343162377,-1.2703433722137374,4634.469079959429,0.23323884392082894,2412.0205065877863,2346.71,557.49,-3957.33,0,1,27
27,3720.1589976101827,1.8154944101253419,2061.2360290612037,0.20598261969669857,653.6477988947871,639.83,133.69,1954.85,2617.917545685167,1.380019329811188,2615.784506529542,1.2034142607897746,1237.786456744458,444.58,1155.19,2304.39,1102.2353698762574,-0.3300729154528899,1097.159568704571,-1.381943312510301,1039.990820921031,195.24,-1021.5,-349.54,0,1,28
28,4936.682631028654,-2.6267265955265127,3844.469586236832,-2.181500074984945,553.1314659283089,-317.19,-453.15,-3804.47,1700.066956683251,-0.8027304312060903,1696.780470715054,0.8991988881451528,1266.3818103952694,787.99,991.36,-1129.31,3236.618419462858,-1.1784747994189195,3234.8933679180213,-2.223889591470757,1818.8056730173237,-1105.19,-1444.51,-2675.16,0,1,29
